    0.262265427561016E-01    0.846754915926123E-02    0.112419038263047E-01
   -0.987061946690426E-03    0.948303085632710E-03   -0.399849826202042E-03
         1         1         1
   -0.352198902359263E-01    0.180753112934579E-01   -0.859610370206155E-02
   -0.943680595652687E-02   -0.133975225217022E-02    0.218391969511885E-02
   -0.322709410226438E-02   -0.255067351208182E-02   -0.312396015617419E-02
         2         1         1
   -0.350661620429874E-01    0.269365332162313E-01   -0.315349835639088E-01
   -0.113084462333573E-01    0.130892895675604E-01   -0.114496766291739E-01
   -0.276995237116051E-02   -0.155437259629706E-02   -0.110597445963248E-02
         3         1         1
   -0.350240883786136E-01    0.249172142616354E-01    0.290495444706480E-01
   -0.723922107514733E-02    0.162738257469966E-01    0.776139403087437E-02
    0.223895195703487E-02   -0.150907623874764E-02    0.196961512291667E-02
         4         1         1
   -0.390530080254953E-01    0.259824879155419E-01    0.324144306940109E-01
   -0.148314089485776E-01    0.728859054143058E-02    0.675586275940620E-02
    0.377117998207798E-02    0.274916177715569E-02   -0.770992161569599E-03
         5         1         1
   -0.375853112841798E-01    0.328262666223279E-01   -0.473762135843467E-02
   -0.124802314895345E-01    0.896799940710605E-02   -0.586885030908906E-02
    0.372644792700836E-02    0.417653833513260E-02    0.657694506152457E-03
         6         1         1
   -0.391432675412276E-01    0.932726348003183E-02    0.102735697214161E-01
   -0.178038916762675E-01   -0.350106351326544E-02   -0.857414501542453E-04
   -0.834267081439439E-03   -0.167921804994491E-02   -0.305106562023258E-02
         7         1         1
   -0.263527537683111E-01   -0.267072106228480E-01    0.186681486522021E-01
   -0.894579951399413E-02   -0.322639830068419E-02   -0.659887647784600E-02
   -0.247179355199676E-02   -0.329313292706025E-02   -0.420202931620968E-03
         8         1         1
   -0.266930732098712E-01    0.215195888015517E-01    0.148311103196276E-01
   -0.149503723264768E-01    0.399394133247169E-02   -0.105017031555075E-01
   -0.277937728888406E-02    0.425862085989087E-03   -0.166636847416755E-05
         9         1         1
   -0.277980694504085E-01    0.140678526643610E-01    0.859375949013766E-03
   -0.771807451618311E-02    0.723411283897464E-02   -0.538063066660760E-03
   -0.244131358394919E-02   -0.168184582864500E-03   -0.135131603226840E-03
        10         1         1
   -0.258157834174988E-01    0.193036217525833E-01   -0.193577901839882E-01
   -0.877454327981532E-02    0.129174609918325E-01   -0.425335909438875E-02
    0.916225519569160E-05   -0.256848375615188E-02    0.191519810443410E-02
         1         2         1
   -0.501563778669148E-01    0.110138816415367E-01   -0.487470178311999E-03
   -0.432519337198113E-02    0.180270540569477E-01   -0.716800146940457E-02
   -0.101965734349776E-02    0.144033268319999E-02   -0.501706348032323E-04
         2         2         1
   -0.501037943865903E-01    0.170646910031883E-01   -0.175233985088522E-01
   -0.234507865185267E-01    0.124447567519221E-01   -0.233153726485846E-02
    0.634785988434062E-02   -0.189444785860958E-02    0.201354863748747E-02
         3         2         1
   -0.481550940886226E-01    0.239125951073882E-01    0.870016239417496E-02
   -0.203611106170832E-01    0.167356521867464E-01    0.100627837153425E-02
    0.161344480165380E-03    0.462920418752121E-02   -0.338170710711542E-02
         4         2         1
   -0.480553559034274E-01    0.149626662697904E-01   -0.129811894731598E-01
   -0.251785014196339E-01    0.100741214366181E-01   -0.221789162041950E-01
    0.370055414642527E-02   -0.113049683939993E-02   -0.217175244225584E-02
         5         2         1
   -0.408849411088763E-01    0.284131522523478E-01    0.648607616581431E-02
   -0.139671018483223E-01    0.247091922650193E-02    0.472553120766541E-02
   -0.776393454283011E-03    0.248650575721663E-02   -0.460081826066425E-03
         6         2         1
   -0.384786126527960E-01    0.101996949944239E-01    0.228717643148958E-02
   -0.126433223749131E-01   -0.419645153702432E-02    0.161077427760083E-01
   -0.289283910463437E-02    0.364665958794243E-03    0.926043162289673E-03
         7         2         1
   -0.337881248230099E-01   -0.250633870448733E-01    0.294444099960749E-01
   -0.752193897947462E-02    0.723456268091070E-03   -0.613280905873549E-02
   -0.297844946988648E-02   -0.166854838505202E-02   -0.123780114883792E-03
         8         2         1
   -0.350757332492436E-01    0.180262402807695E-01    0.239122382089275E-01
   -0.713250663660577E-02    0.115435031504461E-01    0.344849916849933E-02
   -0.231514032333205E-02    0.140951086701867E-02   -0.846322657746139E-03
         9         2         1
   -0.373926754310727E-01    0.627867680844281E-02    0.448620132547598E-02
   -0.100563388088982E-01    0.132584696450603E-01    0.118711167964338E-01
   -0.154786928765234E-02   -0.135661227513483E-02    0.224163488056486E-02
        10         2         1
   -0.478514786199707E-01    0.245853921565028E-01    0.103143503223987E-01
   -0.126643120839832E-01    0.150222532812636E-01   -0.600797565797807E-02
    0.155573003021877E-02   -0.195266355728403E-02    0.291869926425691E-03
         1         3         1
   -0.290225311098533E-01    0.111556429447305E-01    0.316675570283446E-01
    0.752787406049739E-02    0.201868618890562E-02    0.393256765613295E-02
   -0.269064349371965E-02    0.158115560705863E-02    0.295958949809598E-02
         2         3         1
   -0.342183536935481E-01    0.201810928049450E-01   -0.217248515201220E-01
   -0.576206531759256E-02    0.445458175659558E-03   -0.264478604107174E-02
   -0.208825303008378E-04   -0.125373725742329E-02    0.318700411351199E-03
         3         3         1
   -0.285383595693521E-01    0.277261150007420E-01    0.330416809537429E-01
   -0.159135423417743E-01    0.769298214148799E-02   -0.877101969215449E-02
   -0.229050439600736E-02   -0.837172059599991E-04    0.178470574566046E-02
         4         3         1
   -0.334448203595041E-01    0.101684541752091E-01   -0.148111424488904E-01
   -0.928377078360149E-02   -0.654498330463307E-02   -0.138389325562616E-01
    0.100618531442688E-02   -0.746940979366253E-03    0.487223998757698E-04
         5         3         1
   -0.434386513436542E-01    0.273257963152046E-01    0.114509952411422E-01
   -0.263941628154504E-01    0.521360321797373E-03   -0.550309526898665E-02
   -0.642243718418065E-03    0.579896357555068E-03   -0.956983804084191E-03
         6         3         1
   -0.351861497611415E-01    0.841735448071272E-02    0.241821957337173E-01
   -0.197622643697711E-01   -0.836765071198170E-02   -0.669561049279285E-02
   -0.266841753144191E-03   -0.114670378087915E-02   -0.102047747065105E-02
         7         3         1
   -0.315783276423874E-01   -0.252867739676189E-01    0.275743601643599E-01
   -0.171236104891011E-01   -0.339171053973908E-02   -0.605342753304813E-02
    0.852040286266604E-03   -0.217880576517492E-02   -0.185812439738800E-02
         8         3         1
   -0.314393214069122E-01    0.233278022362468E-01    0.180334389458870E-01
   -0.211697624273774E-01    0.162791837073784E-01   -0.516851083887495E-02
    0.181618849213718E-02    0.609540831519638E-03   -0.202944860744871E-02
         9         3         1
   -0.346573064521317E-01    0.137928849040099E-01    0.562449040332743E-02
   -0.682209091126061E-02    0.132619380465371E-01    0.344411555099884E-02
    0.958928826961513E-03   -0.126907019170860E-02   -0.164537065453713E-02
        10         3         1
   -0.311198935183711E-01    0.232508878840893E-01    0.893615441146344E-02
   -0.665990151011582E-02    0.859676059712438E-02    0.643295610834366E-02
    0.298909234215451E-02   -0.209692254525411E-02    0.307448042363015E-02
         1         4         1
   -0.395245098976958E-01    0.807935575870814E-02    0.248814168948555E-01
   -0.960174797157430E-02    0.505233699804824E-04    0.117677342532681E-01
    0.450352074672586E-03    0.246635130705561E-02   -0.125846213086474E-02
         2         4         1
   -0.362852757610193E-01    0.287691453523965E-01    0.277567049397416E-02
   -0.124182354633051E-01    0.673793731197403E-02    0.638399538652053E-02
    0.173309277079342E-02    0.169032758278136E-03    0.355922877369904E-03
         3         4         1
   -0.364994713012902E-01    0.265707692975427E-01    0.326198894597712E-01
   -0.736506870259539E-02    0.573391660954767E-02   -0.879713688598405E-02
   -0.150226311449401E-02    0.249443675109550E-02   -0.200166015123026E-02
         4         4         1
   -0.378318839031417E-01    0.135282220388219E-01    0.898289385349942E-02
   -0.260792459981557E-02   -0.517766674622400E-02   -0.778026933326982E-02
    0.182197231512408E-02   -0.890865676377705E-03    0.547916954275073E-03
         5         4         1
   -0.420784144857124E-01    0.227181604442956E-01   -0.816216754913673E-02
   -0.222838711717873E-01    0.843037987625014E-02   -0.162324780226394E-02
   -0.332801923116778E-03   -0.211414491975245E-02    0.259336780886442E-02
         6         4         1
   -0.388830679315445E-01    0.382235633763083E-02    0.139029455473641E-01
   -0.192681732757748E-01    0.462643319400767E-02    0.901159933650998E-02
    0.631741894888030E-03    0.253618531256789E-02    0.646310194674861E-03
         7         4         1
   -0.373046996869530E-01   -0.308277106095435E-01    0.795851460062357E-02
   -0.146202908788456E-01   -0.778032140066214E-02   -0.355955684413579E-02
   -0.106927340009505E-02    0.760328010004449E-03   -0.246013011740900E-03
         8         4         1
   -0.268004105992840E-01    0.191530270745585E-01    0.317768835709599E-02
   -0.151116005561623E-01    0.127827077340758E-01   -0.100584253567483E-01
   -0.140152471863129E-02   -0.166235793071681E-02   -0.142155532502179E-02
         9         4         1
   -0.273192793469680E-01    0.122973135802863E-01   -0.112736111579490E-01
   -0.108774451215866E-01    0.127454191384067E-01    0.213610787442852E-02
    0.244753663555148E-02    0.390991820647514E-03    0.465832232266790E-03
        10         4         1
   -0.317544913850503E-01    0.277734224789789E-01   -0.481857723095332E-02
   -0.115703632969115E-01    0.189309312992338E-01   -0.538537109690445E-02
    0.305757676169196E-02    0.995532911456337E-03   -0.637388002254371E-03
         1         5         1
   -0.386617472204300E-01    0.175934172461409E-01   -0.163540660924100E-01
   -0.801178085596470E-02    0.400748760314029E-02   -0.107769797947516E-02
   -0.284156873347339E-02    0.215151491697951E-02    0.104669067369928E-02
         2         5         1
   -0.336067588287335E-01    0.307367481742135E-01   -0.118763606333393E-01
   -0.133403902929511E-01    0.106282315071906E-01    0.105144683364292E-01
    0.174491697664062E-03    0.204423991023909E-02   -0.411426848608825E-03
         3         5         1
   -0.307376050371816E-01    0.243055989362484E-01    0.301917031493255E-01
   -0.136128877166511E-01    0.130563833278727E-01    0.584994112203501E-02
   -0.248809979554160E-02   -0.490565932129139E-03    0.831538123170704E-03
         4         5         1
   -0.323205975150393E-01    0.107015231129986E-01    0.151366319796527E-01
   -0.754657472810863E-02   -0.524145441003886E-02    0.110212567291668E-01
   -0.223344215695978E-02    0.110012818763590E-02    0.240451153331405E-02
         5         5         1
   -0.377707638411942E-01    0.175583934619924E-01    0.224615517007996E-01
   -0.194184311143513E-01   -0.262375189339636E-02   -0.912008851946703E-02
   -0.518884205670034E-03    0.137808102747140E-02    0.909964936821294E-03
         6         5         1
   -0.391097533788509E-01    0.904246364545646E-02    0.343489651734018E-01
   -0.118555581383025E-01   -0.337807117054752E-03    0.951008275495387E-03
    0.190148759727084E-02    0.162749017869107E-02   -0.201614685939036E-02
         7         5         1
   -0.360071070076149E-01   -0.296047261326705E-01    0.180780449578474E-01
   -0.149236536759150E-01   -0.117788579082051E-01   -0.224698124496252E-02
   -0.102097265267647E-02    0.816398831208952E-03    0.279004851812545E-05
         8         5         1
   -0.381727571289234E-01    0.232904393499565E-01    0.146845082022991E-01
   -0.168371693536850E-01    0.164621257629843E-01   -0.963185391384648E-03
    0.124983420475909E-02   -0.282497306791373E-02   -0.929699987591906E-03
         9         5         1
   -0.372886349321148E-01    0.105816835025796E-01    0.169161645677929E-01
   -0.128506074732477E-01    0.187769093699764E-01    0.829870895422118E-02
   -0.639643709635374E-03    0.211881720923180E-03   -0.771022102145380E-03
        10         5         1
   -0.352788656587141E-01    0.276228343092118E-01   -0.178125602477207E-01
   -0.112734736005992E-01    0.958075959505942E-02    0.105793903541084E-01
    0.166836591425877E-02   -0.819074170005235E-03    0.206796292334772E-02
         1         6         1
   -0.351051272600207E-01    0.178874616534496E-01    0.549083158149142E-02
   -0.908288025314425E-02    0.242961454780655E-02    0.197364120594308E-02
    0.858457803091101E-04    0.281053500748493E-02    0.795785223600576E-03
         2         6         1
   -0.361291632592485E-01    0.213004972324073E-01   -0.638495189677382E-02
   -0.144255976412253E-01    0.304048434353078E-02    0.155963575516468E-01
    0.767261677908457E-03    0.342711819644970E-03    0.115513282157570E-02
         3         6         1
   -0.331868370130170E-01    0.218253583758229E-01    0.254551280233009E-01
   -0.891645330026669E-02    0.233414850432639E-03    0.141592066378544E-01
    0.141308243767284E-02    0.406263613399279E-02    0.243842415751803E-02
         4         6         1
   -0.354950058478937E-01    0.148328193346715E-01    0.191683770173179E-01
   -0.366157423114935E-02   -0.136747211698089E-01    0.934967392775595E-02
    0.113552450004990E-02    0.282837864701278E-02    0.189075457491668E-02
         5         6         1
   -0.360651909782265E-01    0.200221165513776E-01    0.256262371377040E-01
   -0.207278288927131E-01   -0.659069889568679E-03   -0.739356734608683E-02
    0.121351701364896E-03    0.368894166031649E-02   -0.237193219010886E-03
         6         6         1
   -0.370883578233256E-01    0.132731060542283E-01    0.291441416914700E-01
   -0.133334485136152E-01   -0.541517717104143E-02   -0.473423494944257E-02
   -0.970826731027524E-03   -0.751974105442675E-03    0.211555235019476E-03
         7         6         1
