   -0.107776155581258E-05   -0.105018798809115E-05    0.106533177469432E-05
    0.213932977951062E-06   -0.146370600874272E-06    0.769958064244672E-07
         1         1         1
   -0.156284578017863E-04   -0.103937826207532E-04   -0.455672608097240E-05
   -0.184923224171469E-04   -0.211898003729280E-04    0.284021542923762E-04
   -0.752256633691206E-06   -0.165243960001809E-05   -0.253520692961936E-05
         2         1         1
   -0.572125594632229E-05   -0.396632117472716E-05    0.230339312494904E-04
   -0.110120232262375E-04   -0.145972948622739E-04    0.181468586946557E-04
    0.187098831338298E-05   -0.574096074852868E-06    0.129512683634793E-05
         3         1         1
   -0.135964844570568E-04   -0.168913408651659E-04    0.675105095543724E-05
    0.150615102912076E-04   -0.158312600968893E-05   -0.533280296889007E-04
   -0.102751227660512E-05   -0.168791681994049E-05   -0.202377922160145E-05
         4         1         1
   -0.472037441989569E-05    0.484509089878567E-04    0.120948327001740E-05
    0.157407337319229E-04   -0.506473325276477E-04   -0.274694068963840E-04
    0.208844796316858E-06   -0.316830676800489E-05   -0.131623252899037E-05
         5         1         1
   -0.342154254116219E-05   -0.196212538368969E-05   -0.221692660898317E-04
    0.126449601115457E-04   -0.310576741479184E-04   -0.277125359806806E-04
   -0.656336294689369E-06    0.161486981700384E-05    0.953952618340275E-07
         6         1         1
    0.130512643523261E-05    0.366427365282349E-05   -0.438781461660136E-05
    0.314717240993152E-04   -0.751831027619314E-05    0.229739963928481E-04
   -0.571444870974783E-05    0.115771339216940E-05    0.130772293939169E-05
         7         1         1
   -0.709834789545944E-05   -0.297947379559237E-04   -0.116680708639331E-04
    0.404914255409955E-05   -0.313153662537379E-04   -0.418367568491740E-04
    0.265090460091855E-05    0.433824739278664E-06   -0.917029634565243E-06
         8         1         1
   -0.107273712458022E-04   -0.134507628142895E-05   -0.438249486386255E-05
   -0.238609309310800E-05   -0.483546633352008E-05   -0.497155491551584E-04
    0.642343225881156E-06    0.266302533443650E-06   -0.872258861281818E-06
         9         1         1
   -0.109736123509383E-05    0.446349770889612E-05   -0.823581343512958E-05
   -0.711048518220923E-05    0.102969419385701E-04    0.184092517061597E-04
   -0.204961123470812E-05   -0.162801950349732E-05    0.759705270099333E-06
        10         1         1
